"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30799","Calculation Testing | Scenario=S16 | Mode=Wallet | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 15:40:39 IST 2025","passed","Thu Sep 25 15:41:10 IST 2025","TestCalculations","Calculation_test","",""
"","16644","Calculation Testing | Scenario=S12 | Mode=Wallet | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 14:25:31 IST 2025","passed","Thu Sep 25 14:25:47 IST 2025","TestCalculations","Calculation_test","",""
"","18953","Calculation Testing | Scenario=S11 | Mode=RuPay Credit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 13:46:43 IST 2025","passed","Thu Sep 25 13:47:02 IST 2025","TestCalculations","Calculation_test","",""
"","16857","Calculation Testing | Scenario=S12 | Mode=Cash | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 14:21:53 IST 2025","passed","Thu Sep 25 14:22:10 IST 2025","TestCalculations","Calculation_test","",""
"","36842","Calculation Testing | Scenario=S6 | Mode=RTGS | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 12:23:48 IST 2025","broken","Thu Sep 25 12:24:25 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","6523","Calculation Testing | Scenario=S2 | Mode=RTGS | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 10:46:08 IST 2025","broken","Thu Sep 25 10:46:15 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18571","Calculation Testing | Scenario=S1 | Mode=RuPay Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 10:30:57 IST 2025","passed","Thu Sep 25 10:31:15 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17878","Calculation Testing | Scenario=S3 | Mode=NEFT/RTGS | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 10:54:18 IST 2025","passed","Thu Sep 25 10:54:36 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16195","Calculation Testing | Scenario=S4 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 11:15:53 IST 2025","passed","Thu Sep 25 11:16:09 IST 2025","TestCalculations","Calculation_test","",""
"","68153","Calculation Testing | Scenario=S18 | Mode=RTGS | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 17:18:47 IST 2025","broken","Thu Sep 25 17:19:55 IST 2025","TestCalculations","Calculation_test","",""
"","37503","Calculation Testing | Scenario=S17 | Mode=Wallet | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 17:10:44 IST 2025","passed","Thu Sep 25 17:11:22 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18628","Calculation Testing | Scenario=S2 | Mode=UPI | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 10:41:52 IST 2025","passed","Thu Sep 25 10:42:11 IST 2025","TestCalculations","Calculation_test","",""
"","18923","Calculation Testing | Scenario=S14 | Mode=Credit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 14:49:50 IST 2025","passed","Thu Sep 25 14:50:08 IST 2025","TestCalculations","Calculation_test","",""
"","8912","Calculation Testing | Scenario=S13 | Mode=Cash | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 14:37:35 IST 2025","failed","Thu Sep 25 14:37:44 IST 2025","TestCalculations","Calculation_test","",""
"","16170","Calculation Testing | Scenario=S15 | Mode=Wallet | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 15:10:14 IST 2025","passed","Thu Sep 25 15:10:30 IST 2025","TestCalculations","Calculation_test","",""
"","28617","Calculation Testing | Scenario=S18 | Mode=Cash | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 17:18:33 IST 2025","broken","Thu Sep 25 17:19:02 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18355","Calculation Testing | Scenario=S4 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 11:13:07 IST 2025","passed","Thu Sep 25 11:13:26 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16461","Calculation Testing | Scenario=S5 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 11:29:53 IST 2025","passed","Thu Sep 25 11:30:09 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18395","Calculation Testing | Scenario=S3 | Mode=UPI | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 10:54:43 IST 2025","passed","Thu Sep 25 10:55:01 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19717","Calculation Testing | Scenario=S2 | Mode=RuPay Credit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 10:47:09 IST 2025","passed","Thu Sep 25 10:47:29 IST 2025","TestCalculations","Calculation_test","",""
"","19920","Calculation Testing | Scenario=S7 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 12:40:05 IST 2025","passed","Thu Sep 25 12:40:25 IST 2025","TestCalculations","Calculation_test","",""
"","16591","Calculation Testing | Scenario=S10 | Mode=Wallet | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 13:24:53 IST 2025","passed","Thu Sep 25 13:25:10 IST 2025","TestCalculations","Calculation_test","",""
"","15982","Calculation Testing | Scenario=S15 | Mode=BHIM UPI QR | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 15:11:58 IST 2025","passed","Thu Sep 25 15:12:14 IST 2025","TestCalculations","Calculation_test","",""
"","9429","Calculation Testing | Scenario=S8 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 13:00:14 IST 2025","failed","Thu Sep 25 13:00:24 IST 2025","TestCalculations","Calculation_test","",""
"","19138","Calculation Testing | Scenario=S8 | Mode=Credit Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 12:46:29 IST 2025","passed","Thu Sep 25 12:46:48 IST 2025","TestCalculations","Calculation_test","",""
"","23015","Calculation Testing | Scenario=S20 | Mode=Debit Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 17:23:24 IST 2025","broken","Thu Sep 25 17:23:47 IST 2025","TestCalculations","Calculation_test","",""
"","18624","Calculation Testing | Scenario=S11 | Mode=Debit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 13:33:25 IST 2025","passed","Thu Sep 25 13:33:44 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16681","Calculation Testing | Scenario=S3 | Mode=BHIM UPI QR | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 10:58:04 IST 2025","passed","Thu Sep 25 10:58:20 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16337","Calculation Testing | Scenario=S5 | Mode=Cash | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 11:21:12 IST 2025","passed","Thu Sep 25 11:21:28 IST 2025","TestCalculations","Calculation_test","",""
"","16328","Calculation Testing | Scenario=S6 | Mode=Wallet | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 12:20:59 IST 2025","passed","Thu Sep 25 12:21:15 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16797","Calculation Testing | Scenario=S4 | Mode=Net Banking | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 11:05:23 IST 2025","passed","Thu Sep 25 11:05:40 IST 2025","TestCalculations","Calculation_test","",""
"","18518","Calculation Testing | Scenario=S7 | Mode=Debit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 12:29:27 IST 2025","passed","Thu Sep 25 12:29:46 IST 2025","TestCalculations","Calculation_test","",""
"","18300","Calculation Testing | Scenario=S12 | Mode=RuPay Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 14:27:22 IST 2025","passed","Thu Sep 25 14:27:41 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16711","Calculation Testing | Scenario=S5 | Mode=Cash | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 11:20:26 IST 2025","passed","Thu Sep 25 11:20:43 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16686","Calculation Testing | Scenario=S4 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 11:16:14 IST 2025","passed","Thu Sep 25 11:16:31 IST 2025","TestCalculations","Calculation_test","",""
"","21265","Calculation Testing | Scenario=S19 | Mode=Debit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 17:23:04 IST 2025","broken","Thu Sep 25 17:23:25 IST 2025","TestCalculations","Calculation_test","",""
"","17366","Calculation Testing | Scenario=S8 | Mode=Wallet | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 12:52:23 IST 2025","passed","Thu Sep 25 12:52:41 IST 2025","TestCalculations","Calculation_test","",""
"","20644","Calculation Testing | Scenario=S20 | Mode=Cash | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 17:22:43 IST 2025","broken","Thu Sep 25 17:23:03 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16371","Calculation Testing | Scenario=S2 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 10:48:20 IST 2025","passed","Thu Sep 25 10:48:36 IST 2025","TestCalculations","Calculation_test","",""
"","0","test_calculation_amount[S19-Debit Card-5001-10000-6000-DJ050-STAGING]","testCases","Thu Sep 25 17:23:53 IST 2025","broken","Thu Sep 25 17:23:53 IST 2025","TestCalculations","Calculation_test","",""
"","18097","Calculation Testing | Scenario=S13 | Mode=Wallet | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 14:40:34 IST 2025","passed","Thu Sep 25 14:40:52 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18159","Calculation Testing | Scenario=S5 | Mode=RuPay Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 11:26:08 IST 2025","passed","Thu Sep 25 11:26:26 IST 2025","TestCalculations","Calculation_test","",""
"","22111","Calculation Testing | Scenario=S18 | Mode=Wallet | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 17:12:35 IST 2025","passed","Thu Sep 25 17:12:57 IST 2025","TestCalculations","Calculation_test","",""
"","16765","Calculation Testing | Scenario=S12 | Mode=Net Banking | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 14:21:10 IST 2025","passed","Thu Sep 25 14:21:26 IST 2025","TestCalculations","Calculation_test","",""
"","36570","Calculation Testing | Scenario=S13 | Mode=RTGS | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 14:43:21 IST 2025","broken","Thu Sep 25 14:43:58 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17066","Calculation Testing | Scenario=S2 | Mode=NEFT/RTGS | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 10:40:11 IST 2025","passed","Thu Sep 25 10:40:28 IST 2025","TestCalculations","Calculation_test","",""
"","22118","Calculation Testing | Scenario=S17 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 17:21:44 IST 2025","broken","Thu Sep 25 17:22:06 IST 2025","TestCalculations","Calculation_test","",""
"","17046","Calculation Testing | Scenario=S9 | Mode=Wallet | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 13:08:55 IST 2025","passed","Thu Sep 25 13:09:12 IST 2025","TestCalculations","Calculation_test","",""
"","0","test_calculation_amount[S20-Wallet-1-1000-100-DJ050-STAGING]","testCases","Thu Sep 25 17:23:53 IST 2025","broken","Thu Sep 25 17:23:53 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18324","Calculation Testing | Scenario=S2 | Mode=RuPay Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 10:44:55 IST 2025","passed","Thu Sep 25 10:45:13 IST 2025","TestCalculations","Calculation_test","",""
"","18609","Calculation Testing | Scenario=S15 | Mode=Credit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 15:05:24 IST 2025","passed","Thu Sep 25 15:05:43 IST 2025","TestCalculations","Calculation_test","",""
"","53381","Calculation Testing | Scenario=S17 | Mode=Net Banking | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 17:10:47 IST 2025","broken","Thu Sep 25 17:11:40 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","6903","Calculation Testing | Scenario=S3 | Mode=RTGS | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 10:59:47 IST 2025","broken","Thu Sep 25 10:59:53 IST 2025","TestCalculations","Calculation_test","",""
"","20656","Calculation Testing | Scenario=S10 | Mode=UPI | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 13:24:00 IST 2025","passed","Thu Sep 25 13:24:20 IST 2025","TestCalculations","Calculation_test","",""
"","18107","Calculation Testing | Scenario=S13 | Mode=RuPay Credit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 14:46:18 IST 2025","passed","Thu Sep 25 14:46:36 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16959","Calculation Testing | Scenario=S2 | Mode=Cash | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 10:38:37 IST 2025","passed","Thu Sep 25 10:38:54 IST 2025","TestCalculations","Calculation_test","",""
"","18713","Calculation Testing | Scenario=S16 | Mode=Wallet | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 15:41:30 IST 2025","passed","Thu Sep 25 15:41:49 IST 2025","TestCalculations","Calculation_test","",""
"","19330","Calculation Testing | Scenario=S9 | Mode=Debit Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 13:00:37 IST 2025","passed","Thu Sep 25 13:00:56 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18175","Calculation Testing | Scenario=S2 | Mode=Credit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 10:37:03 IST 2025","passed","Thu Sep 25 10:37:21 IST 2025","TestCalculations","Calculation_test","",""
"","19635","Calculation Testing | Scenario=S15 | Mode=RuPay Credit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 15:16:11 IST 2025","passed","Thu Sep 25 15:16:30 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16812","Calculation Testing | Scenario=S5 | Mode=BHIM UPI QR | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 11:25:45 IST 2025","passed","Thu Sep 25 11:26:02 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","6119","Calculation Testing | Scenario=S4 | Mode=RTGS | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 11:13:43 IST 2025","broken","Thu Sep 25 11:13:49 IST 2025","TestCalculations","Calculation_test","",""
"","18838","Calculation Testing | Scenario=S14 | Mode=RuPay Credit Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 15:00:52 IST 2025","passed","Thu Sep 25 15:01:11 IST 2025","TestCalculations","Calculation_test","",""
"","17029","Calculation Testing | Scenario=S14 | Mode=Wallet | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 14:55:03 IST 2025","passed","Thu Sep 25 14:55:20 IST 2025","TestCalculations","Calculation_test","",""
"","18144","Calculation Testing | Scenario=S15 | Mode=Credit Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 15:04:37 IST 2025","passed","Thu Sep 25 15:04:56 IST 2025","TestCalculations","Calculation_test","",""
"","37211","Calculation Testing | Scenario=S11 | Mode=RTGS | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 13:45:06 IST 2025","broken","Thu Sep 25 13:45:43 IST 2025","TestCalculations","Calculation_test","",""
"","38400","Calculation Testing | Scenario=S18 | Mode=RTGS | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 17:21:16 IST 2025","broken","Thu Sep 25 17:21:54 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16150","Calculation Testing | Scenario=S4 | Mode=Wallet | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 11:10:05 IST 2025","passed","Thu Sep 25 11:10:21 IST 2025","TestCalculations","Calculation_test","",""
"","19132","Calculation Testing | Scenario=S10 | Mode=Credit Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 13:17:58 IST 2025","passed","Thu Sep 25 13:18:17 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18293","Calculation Testing | Scenario=S3 | Mode=Credit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 10:50:20 IST 2025","passed","Thu Sep 25 10:50:38 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18511","Calculation Testing | Scenario=S1 | Mode=NEFT/RTGS | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 10:26:19 IST 2025","passed","Thu Sep 25 10:26:38 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19077","Calculation Testing | Scenario=S4 | Mode=RuPay Credit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 11:14:40 IST 2025","passed","Thu Sep 25 11:14:59 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16590","Calculation Testing | Scenario=S4 | Mode=Net Banking | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 11:06:14 IST 2025","passed","Thu Sep 25 11:06:31 IST 2025","TestCalculations","Calculation_test","",""
"","18954","Calculation Testing | Scenario=S9 | Mode=Debit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 13:01:04 IST 2025","passed","Thu Sep 25 13:01:23 IST 2025","TestCalculations","Calculation_test","",""
"","17428","Calculation Testing | Scenario=S10 | Mode=Net Banking | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 13:19:45 IST 2025","passed","Thu Sep 25 13:20:03 IST 2025","TestCalculations","Calculation_test","",""
"","35868","Calculation Testing | Scenario=S18 | Mode=UPI INTENT | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 17:17:15 IST 2025","broken","Thu Sep 25 17:17:51 IST 2025","TestCalculations","Calculation_test","",""
"","19723","Calculation Testing | Scenario=S9 | Mode=UPI | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 13:06:51 IST 2025","passed","Thu Sep 25 13:07:11 IST 2025","TestCalculations","Calculation_test","",""
"","18893","Calculation Testing | Scenario=S9 | Mode=Credit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 13:02:48 IST 2025","passed","Thu Sep 25 13:03:07 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18803","Calculation Testing | Scenario=S5 | Mode=Credit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 11:18:24 IST 2025","passed","Thu Sep 25 11:18:43 IST 2025","TestCalculations","Calculation_test","",""
"","16610","Calculation Testing | Scenario=S12 | Mode=Net Banking | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 14:20:47 IST 2025","passed","Thu Sep 25 14:21:04 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16896","Calculation Testing | Scenario=S3 | Mode=UPI INTENT | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 11:01:46 IST 2025","passed","Thu Sep 25 11:02:02 IST 2025","TestCalculations","Calculation_test","",""
"","19511","Calculation Testing | Scenario=S9 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 13:11:21 IST 2025","passed","Thu Sep 25 13:11:40 IST 2025","TestCalculations","Calculation_test","",""
"","45169","Calculation Testing | Scenario=S17 | Mode=Credit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 17:19:48 IST 2025","broken","Thu Sep 25 17:20:34 IST 2025","TestCalculations","Calculation_test","",""
"","16911","Calculation Testing | Scenario=S10 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 13:32:35 IST 2025","passed","Thu Sep 25 13:32:52 IST 2025","TestCalculations","Calculation_test","",""
"","19587","Calculation Testing | Scenario=S6 | Mode=RuPay Credit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 12:26:53 IST 2025","passed","Thu Sep 25 12:27:12 IST 2025","TestCalculations","Calculation_test","",""
"","16771","Calculation Testing | Scenario=S15 | Mode=Cash | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 15:07:40 IST 2025","passed","Thu Sep 25 15:07:57 IST 2025","TestCalculations","Calculation_test","",""
"","36722","Calculation Testing | Scenario=S7 | Mode=RTGS | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 12:41:14 IST 2025","broken","Thu Sep 25 12:41:51 IST 2025","TestCalculations","Calculation_test","",""
"","16287","Calculation Testing | Scenario=S12 | Mode=BHIM UPI QR | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 14:26:38 IST 2025","passed","Thu Sep 25 14:26:54 IST 2025","TestCalculations","Calculation_test","",""
"","23409","Calculation Testing | Scenario=S16 | Mode=Net Banking | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 15:40:38 IST 2025","passed","Thu Sep 25 15:41:01 IST 2025","TestCalculations","Calculation_test","",""
"","16940","Calculation Testing | Scenario=S9 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 13:15:52 IST 2025","passed","Thu Sep 25 13:16:09 IST 2025","TestCalculations","Calculation_test","",""
"","61428","Calculation Testing | Scenario=S17 | Mode=UPI | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 17:20:16 IST 2025","broken","Thu Sep 25 17:21:18 IST 2025","TestCalculations","Calculation_test","",""
"","17961","Calculation Testing | Scenario=S16 | Mode=Net Banking | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 15:41:27 IST 2025","passed","Thu Sep 25 15:41:45 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16615","Calculation Testing | Scenario=S2 | Mode=Net Banking | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 10:38:15 IST 2025","passed","Thu Sep 25 10:38:31 IST 2025","TestCalculations","Calculation_test","",""
"","18496","Calculation Testing | Scenario=S14 | Mode=RuPay Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 14:57:20 IST 2025","passed","Thu Sep 25 14:57:38 IST 2025","TestCalculations","Calculation_test","",""
"","10770","Calculation Testing | Scenario=S13 | Mode=RuPay Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 14:42:15 IST 2025","failed","Thu Sep 25 14:42:26 IST 2025","TestCalculations","Calculation_test","",""
"","37134","Calculation Testing | Scenario=S15 | Mode=RTGS | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 15:15:01 IST 2025","broken","Thu Sep 25 15:15:38 IST 2025","TestCalculations","Calculation_test","",""
"","8174","Calculation Testing | Scenario=S13 | Mode=Wallet | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 14:41:00 IST 2025","failed","Thu Sep 25 14:41:08 IST 2025","TestCalculations","Calculation_test","",""
"","19636","Calculation Testing | Scenario=S6 | Mode=Credit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 12:14:28 IST 2025","passed","Thu Sep 25 12:14:48 IST 2025","TestCalculations","Calculation_test","",""
"","18788","Calculation Testing | Scenario=S9 | Mode=UPI | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 13:07:17 IST 2025","passed","Thu Sep 25 13:07:36 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18147","Calculation Testing | Scenario=S2 | Mode=Credit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 10:36:40 IST 2025","passed","Thu Sep 25 10:36:58 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16307","Calculation Testing | Scenario=S2 | Mode=Wallet | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 10:42:40 IST 2025","passed","Thu Sep 25 10:42:56 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18082","Calculation Testing | Scenario=S5 | Mode=RuPay Credit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 11:28:41 IST 2025","passed","Thu Sep 25 11:28:59 IST 2025","TestCalculations","Calculation_test","",""
"","16780","Calculation Testing | Scenario=S6 | Mode=Wallet | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 12:20:36 IST 2025","passed","Thu Sep 25 12:20:52 IST 2025","TestCalculations","Calculation_test","",""
"","16703","Calculation Testing | Scenario=S11 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 13:47:53 IST 2025","passed","Thu Sep 25 13:48:09 IST 2025","TestCalculations","Calculation_test","",""
"","16276","Calculation Testing | Scenario=S11 | Mode=Wallet | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 13:40:51 IST 2025","passed","Thu Sep 25 13:41:07 IST 2025","TestCalculations","Calculation_test","",""
"","16757","Calculation Testing | Scenario=S15 | Mode=Cash | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 15:07:18 IST 2025","passed","Thu Sep 25 15:07:34 IST 2025","TestCalculations","Calculation_test","",""
"","67669","Calculation Testing | Scenario=S18 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 17:20:02 IST 2025","broken","Thu Sep 25 17:21:10 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18657","Calculation Testing | Scenario=S5 | Mode=Debit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 11:17:05 IST 2025","passed","Thu Sep 25 11:17:23 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17196","Calculation Testing | Scenario=S3 | Mode=Wallet | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 10:56:46 IST 2025","passed","Thu Sep 25 10:57:03 IST 2025","TestCalculations","Calculation_test","",""
"","20004","Calculation Testing | Scenario=S6 | Mode=RuPay Credit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 12:26:25 IST 2025","passed","Thu Sep 25 12:26:45 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16793","Calculation Testing | Scenario=S5 | Mode=Cash | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 11:20:49 IST 2025","passed","Thu Sep 25 11:21:06 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16933","Calculation Testing | Scenario=S2 | Mode=BHIM UPI QR | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 10:44:08 IST 2025","passed","Thu Sep 25 10:44:25 IST 2025","TestCalculations","Calculation_test","",""
"","16626","Calculation Testing | Scenario=S6 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 12:17:48 IST 2025","passed","Thu Sep 25 12:18:04 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16258","Calculation Testing | Scenario=S4 | Mode=BHIM UPI QR | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 11:11:34 IST 2025","passed","Thu Sep 25 11:11:50 IST 2025","TestCalculations","Calculation_test","",""
"","44747","Calculation Testing | Scenario=S19 | Mode=RTGS | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 17:21:27 IST 2025","broken","Thu Sep 25 17:22:12 IST 2025","TestCalculations","Calculation_test","",""
